,Gene,index
0,KLF15,0
1,SMARCB1,1
2,DDX54,2
3,RAD51,3
4,SMARCC2,4
5,CTSD,5
6,TXNDC12,6
7,LRPAP1,7
8,PMS1,8
9,NID1,9
10,GLUL,10
11,STXBP2,11
12,PLRG1,12
13,SNORD43,13
14,MT-TF,14
15,GLI2,15
16,ANKRD54,16
17,PROX1,17
18,EPS8,18
19,TAF1A,19
20,PATZ1,20
21,SRF,21
22,ITPK1,22
23,COPS2,23
24,BRPF1,24
25,ZFAS1,25
26,GM25316,26
27,NOTUM,27
28,TNS4,28
29,GM23988,29
30,TCF7,30
31,NFATC2IP,31
32,SIN3A,32
33,RBM14,33
34,POLR2E,34
35,TADA3,35
36,GBX2,36
37,GM44206,37
38,PGAM1-PS2,38
39,MAFK,39
40,SRSF6,40
41,MEF2D,41
42,FOXA2,42
43,HSBP1,43
44,SMARCC1,44
45,DNMT1,45
46,JDP2,46
47,ARHGEF40,47
48,PATJ,48
49,NFATC3,49
50,ZDHHC15,50
51,PDIA6,51
52,LGMN,52
53,TIMELESS,53
54,BMP4,54
55,PHF14,55
56,TRP53,56
57,DTX1,57
58,IFITM3,58
59,SMARCA4,59
60,SLC25A5,60
61,SELENOW,61
62,KLF4,62
63,STARD8,63
64,HDAC1,64
65,UPP1,65
66,ELF2,66
67,DNAJC2,67
68,SUZ12,68
69,TMED2,69
70,STAT4,70
71,DEK,71
72,ZFP335,72
73,ZFAND3,73
74,CEMIP,74
75,EGR1,75
76,ING3,76
77,CHCHD10,77
78,P3H4,78
79,GM28030,79
80,GM22455,80
81,SIN3B,81
82,SLC7A6,82
83,ATP13A3,83
84,ANKRD49,84
85,TFEB,85
86,POU4F2,86
87,GM15459,87
88,RRBP1,88
89,TLE1,89
90,CUX2,90
91,SUB1,91
92,NR3C1,92
93,LEFTY1,93
94,LMF2,94
95,TGIF1,95
96,TSPAN9,96
97,GM42429,97
98,CBX8,98
99,BTAF1,99
100,MIR669A-1,100
101,PAX1,101
102,ARL6IP5,102
103,FOSL2,103
104,PCOLCE,104
105,CALD1,105
106,GM24761,106
107,SLC9A6,107
108,NFKB2,108
109,THBD,109
110,SNORD34,110
111,ARNTL,111
112,ZFP446,112
113,ZFP148,113
114,ANP32A,114
115,CCNG1,115
116,SERTAD2,116
117,TWIST1,117
118,KLF13,118
119,FAM234A,119
120,ILK,120
121,EFEMP2,121
122,LDLRAP1,122
123,PDCD4,123
124,MBD2,124
125,HSPB1,125
126,RNF157,126
127,CNOT8,127
128,IRF4,128
129,NPAS2,129
130,GM26447,130
131,SOX7,131
132,TRRAP,132
133,RIAN,133
134,SNORA74A,134
135,SMARCD1,135
136,ARID1A,136
137,NDN,137
138,WDR45,138
139,ASS1,139
140,SPRY4,140
141,EDA2R,141
142,EMX2,142
143,GM37917,143
144,CDC20,144
145,SNURF,145
146,ILF2,146
147,LRP2,147
148,RAD54B,148
149,MIR5121,149
150,ELL3,150
151,MPHOSPH8,151
152,HSPH1,152
153,GTF3C5,153
154,HEY2,154
155,SMARCA2,155
156,GM25835,156
157,SMARCA5,157
158,BTBD11,158
159,CBX6,159
160,PHF2,160
161,ZBTB10,161
162,ALG13,162
163,MIR3535,163
164,MLXIP,164
165,HIF1A,165
166,TFE3,166
167,CRABP2,167
168,ILF3,168
169,GM26318,169
170,EHMT2,170
171,PHLDB2,171
172,SMAD3,172
173,ATF7,173
174,HMGB2,174
175,MEIS1,175
176,RASGRP2,176
177,CTBP1,177
178,COL4A2,178
179,SPRY2,179
180,GM10718,180
181,CTSA,181
182,RCOR2,182
183,VSIR,183
184,AMPD2,184
185,KDM3A,185
186,HIST1H2BB,186
187,GM26073,187
188,NR1D1,188
189,MSH6,189
190,FRMD4A,190
191,RBL1,191
192,ODC1,192
193,MED4,193
194,ARID5B,194
195,TET2,195
196,CDC5L,196
197,CTNNB1,197
198,RBMX,198
199,PHF12,199
200,ZFP768,200
201,TAF6L,201
202,VILL,202
203,SPP1,203
204,ZFP398,204
205,SMURF1,205
206,ZFP462,206
207,HES6,207
208,GM21962,208
209,IGF2,209
210,TAF1,210
211,GJB3,211
212,PGA5,212
213,FXR2,213
214,RANBP17,214
215,GM14870,215
216,HIST1H2AC,216
217,ZFP276,217
218,HSPG2,218
219,SP1,219
220,HMGXB4,220
221,ZFP592,221
222,MIR669B,222
223,PARVB,223
224,RHOX5,224
225,TOPORS,225
226,SNORD32A,226
227,AQP8,227
228,E2F2,228
229,HCFC1,229
230,HIST1H2BK,230
231,INTS12,231
232,CDKN1A,232
233,FRRS1,233
234,PELP1,234
235,MKX,235
236,MLLT1,236
237,GM49450,237
238,MT1,238
239,HNF1B,239
240,GABARAPL2,240
241,SOCS2,241
242,DCP1A,242
243,MT2,243
244,CCN2,244
245,ASNS,245
246,PCBP2,246
247,PRXL2A,247
248,GM8355,248
249,CTH,249
250,PER1,250
251,GNAS,251
252,SMAD7,252
253,ULK1,253
254,CDC42SE2,254
255,ZFP989,255
256,PWWP3B,256
257,PITX2,257
258,NFE2L2,258
259,CNOT2,259
260,GM26092,260
261,MAML1,261
262,GM24488,262
263,CHD4,263
264,EMP2,264
265,CREB3,265
266,TAF10,266
267,HEXIM1,267
268,GM17035,268
269,IGFBP2,269
270,HDLBP,270
271,PIAS3,271
272,RPL15-PS3,272
273,BTG1,273
274,UBP1,274
275,INSIG1,275
276,RFX7,276
277,NFX1,277
278,NME2,278
279,NOTCH4,279
280,E2F4,280
281,HSF2,281
282,PURA,282
283,ANKS1,283
284,FGF3,284
285,SPOCK1,285
286,PDCD11,286
287,ELF4,287
288,GATAD2B,288
289,FXYD6,289
290,CNOT7,290
291,PRDM14,291
292,CTSZ,292
293,TCF20,293
294,MKRN1,294
295,COMMD3,295
296,TRIM24,296
297,TIMP2,297
298,TBPL1,298
299,H1F0,299
300,COIL,300
301,DKC1,301
302,GRB10,302
303,LMO4,303
304,TRIM25,304
305,GM10925,305
306,GM23571,306
307,AMOT,307
308,LDB1,308
309,JAM2,309
310,LY6G6E,310
311,AKT1,311
312,UBQLN2,312
313,TFAP2C,313
314,SSR3,314
315,TBL1X,315
316,BCL3,316
317,BTG2,317
318,HSF2BP,318
319,GM23569,319
320,TFAP4,320
321,EPHA4,321
322,GM7329,322
323,TRIP11,323
324,GM24564,324
325,GZF1,325
326,NKRF,326
327,MAPK13,327
328,GM26431,328
329,ABT1,329
330,BIN1,330
331,FGF4,331
332,MYC,332
333,ATF3,333
334,HIST1H3H,334
335,NFATC4,335
336,GLS,336
337,ZFP57,337
338,GSR,338
339,GM10780,339
340,MED31,340
341,GM24616,341
342,MYH9,342
343,ELF3,343
344,CREB3L2,344
345,GM43558,345
346,ESPL1,346
347,GM49347,347
348,NUPR1,348
349,DDB2,349
350,DPP4,350
351,ZFHX3,351
352,MIR466O,352
353,UNG,353
354,TINAGL1,354
355,TFCP2L1,355
356,SLC6A6,356
357,MED12,357
358,ZBTB38,358
359,RNF2,359
360,IRF1,360
361,AATF,361
362,DNAJC10,362
363,BRCA1,363
364,SALL4,364
365,CRIP2,365
366,TULP3,366
367,USF1,367
368,GM20721,368
369,L1TD1,369
370,MIR7005,370
371,KDELR3,371
372,NFKBIA,372
373,TCF7L2,373
374,MAPK11,374
375,PODXL,375
376,ZHX3,376
377,TEAD1,377
378,TEAD3,378
379,MIR1949,379
380,REST,380
381,PRRX2,381
382,CITED1,382
383,ELF1,383
384,ERCC3,384
385,ESRRB,385
386,DKK1,386
387,RYBP,387
388,ENO1B,388
389,TSG101,389
390,TOP2A,390
391,GM25753,391
392,GM14303,392
393,HIP1,393
394,XRCC6,394
395,DPPA2,395
396,SOX2,396
397,LAMA1,397
398,ZBTB24,398
399,HDAC11,399
400,MEF2A,400
401,SNORD87,401
402,MTF2,402
403,MCM5,403
404,VEGFA,404
405,EBF1,405
406,HNF4A,406
407,MIR7063,407
408,ZFP423,408
409,TUBB6,409
410,DAXX,410
411,TDGF1-PS1,411
412,SATB2,412
413,ARNT2,413
414,CELF3,414
415,LAMB1,415
416,BCAT1,416
417,PML,417
418,B2M,418
419,TNK2,419
420,JUND,420
421,P4HA2,421
422,DR1,422
423,KIT,423
424,ISYNA1,424
425,SNORD49A,425
426,CRAMP1L,426
427,RFX2,427
428,RBBP4,428
429,ZYX,429
430,PREB,430
431,CNOT3,431
432,GM25451,432
433,NR4A1,433
434,MAN1A2,434
435,SOAT1,435
436,SALL1,436
437,KDM5B,437
438,WBP11,438
439,TGFB1,439
440,JARID2,440
441,SNHG12,441
442,POLR1E,442
443,SSBP4,443
444,YEATS4,444
445,TTF2,445
446,MARC2,446
447,RNF14,447
448,TUBB2B,448
449,LHX2,449
450,RNF6,450
451,TOP2B,451
452,KLF8,452
453,GTF3C1,453
454,ZFP281,454
455,ANXA5,455
456,CENPB,456
457,RELA,457
458,IKBKB,458
459,ETV1,459
460,TPD52,460
461,MTA3,461
462,HKDC1,462
463,TDH,463
464,NSD1,464
465,MYLPF,465
466,RUVBL2,466
467,RFX5,467
468,CBX4,468
469,POLR2K,469
470,POLR3B,470
471,MGST3,471
472,GM24201,472
473,POLR3D,473
474,PDPN,474
475,GM29397,475
476,GM26917,476
477,PARP1,477
478,ZFPM1,478
479,EPAS1,479
480,CHD5,480
481,MDM2,481
482,KLF9,482
483,CTNNBL1,483
484,MYO7A,484
485,GDPD5,485
486,NDRG1,486
487,CNOT6,487
488,SERPINH1,488
489,NOTCH1,489
490,HDAC5,490
491,CSRP2,491
492,ME1,492
493,GM9531,493
494,NFXL1,494
495,YAF2,495
496,RPL17-PS10,496
497,HSPA5,497
498,SERPINE2,498
499,TAGLN2,499
500,ATF4,500
501,PDK1,501
502,ING1,502
503,MAGED1,503
504,TCF4,504
505,ZFP91,505
506,VEZF1,506
507,MAZ,507
508,GM23651,508
509,GM27326,509
510,CHD7,510
511,SIX5,511
512,KPNA2,512
513,CBX7,513
514,XAB2,514
515,SNAI1,515
516,RUNX3,516
517,PDGFRA,517
518,HIST1H2BN,518
519,2200002D01RIK,519
520,MCM7,520
521,NSD2,521
522,GRHL1,522
523,DDX5,523
524,HMGXB3,524
525,ID2,525
526,TAF6,526
527,ZBTB32,527
528,HOXD13,528
529,NONO,529
530,FHL2,530
531,GTF2I,531
532,IRF3,532
533,MIR669A-3,533
534,EYA1,534
535,GATA6,535
536,GM44429,536
537,PBX4,537
538,GM10184,538
539,SIRT1,539
540,ATF5,540
541,ASH1L,541
542,ZC3H7A,542
543,PTPN14,543
544,PFKP,544
545,ZDHHC16,545
