,Gene,index
0,PDGFA,0
1,LGALS3,1
2,FXR1,2
3,BSCL2,3
4,RFXANK,4
5,TTC39C,5
6,FUCA1,6
7,RBBP7,7
8,RBPJ,8
9,PDLIM7,9
10,SMARCA5,10
11,ZIC2,11
12,AES,12
13,DCAF13,13
14,FLRT2,14
15,CEP70,15
16,CYP3A5,16
17,CTPS1,17
18,CDX2,18
19,PAX6,19
20,ACOT7,20
21,ZNF202,21
22,SIL1,22
23,MAF,23
24,CD9,24
25,ZNF287,25
26,SLC38A2,26
27,UTRN,27
28,DAXX,28
29,STC1,29
30,BPHL,30
31,PRAP1,31
32,HSPE1.MOB4,32
33,NR2F6,33
34,LAMB1,34
35,KHDRBS1,35
36,RHOBTB3,36
37,HP,37
38,EXOSC3,38
39,UQCC1,39
40,DPAGT1,40
41,NODAL,41
42,SALL2,42
43,MED30,43
44,BTF3,44
45,ODF2L,45
46,POLR1D,46
47,FOSL2,47
48,GTF2H2,48
49,PAWR,49
50,CENPN,50
51,LDB2,51
52,PDGFRA,52
53,PON2,53
54,SMARCC1,54
55,FXYD5,55
56,USP7,56
57,AGTRAP,57
58,TOP2B,58
59,ZNF208,59
60,EHMT2,60
61,DCTPP1,61
62,RUVBL1,62
63,PREB,63
64,NFYB,64
65,TCF19,65
66,NR2F2,66
67,PRKCE,67
68,TP53,68
69,CENPW,69
70,FASTKD2,70
71,PHF5A,71
72,RBP4,72
73,ASNS,73
74,RAB25,74
75,BIN1,75
76,TCF4,76
77,ITIH4,77
78,TBL1X,78
79,PIH1D1,79
80,YARS,80
81,CRABP2,81
82,AASS,82
83,PSIP1,83
84,ZFP42,84
85,CNOT10,85
86,ID3,86
87,PITX1,87
88,HTATSF1,88
89,SALL4,89
90,NEK2,90
91,ZNF638,91
92,ZBTB24,92
93,FOXO1,93
94,USP44,94
95,HNRNPR,95
96,SOX4,96
97,U2AF1,97
98,ADNP,98
99,MT1X,99
100,SHISA2,100
101,ACTL6A,101
102,DERA,102
103,EGFR,103
104,NDUFAF4,104
105,MATR3,105
106,XRCC6,106
107,FANCI,107
108,THRB,108
109,RNPS1,109
110,ZNF398,110
111,TADA3,111
112,MEIS3,112
113,RAB34,113
114,HDGF,114
115,MLF1,115
116,HESX1,116
117,ELAVL2,117
118,TIMM9,118
119,CKAP2,119
120,SLC25A20,120
121,BCOR,121
122,RRM2,122
123,TCEB2,123
124,TMEM69,124
125,TTF2,125
126,MT1G,126
127,F2RL1,127
128,BRIP1,128
129,CTSE,129
130,TM4SF4,130
131,ASNSD1,131
132,HMGXB4,132
133,ING5,133
134,MYCN,134
135,ITGB5,135
136,DNMT3B,136
137,ELL2,137
138,GMPS,138
139,DDX20,139
140,EFTUD2,140
141,AIMP2,141
142,HELLS,142
143,FHL2,143
144,PAK1IP1,144
145,NEIL2,145
146,VPS72,146
147,BMPR1A,147
148,APOA1,148
149,ZNF93,149
150,SLC51A,150
151,NOP16,151
152,ZNF146,152
153,HPRT1,153
154,NUP54,154
155,CNOT7,155
156,SERPIND1,156
157,BLM,157
158,TMEM177,158
159,PPIL1,159
160,LEAP2,160
161,POLB,161
162,SCD5,162
163,QTRTD1,163
164,APOA4,164
165,CENPK,165
166,SH3BGRL,166
167,CSRP2,167
168,PITX2,168
169,MTHFD2,169
170,SRSF6,170
171,SLC7A7,171
172,NAA15,172
173,ITLN2,173
174,PSMG1,174
175,SSBP3,175
176,RFX5,176
177,GSN,177
178,AURKA,178
179,NVL,179
180,ANLN,180
181,PCGF6,181
182,CDK5RAP1,182
183,THYN1,183
184,UGT2B11,184
185,CXXC1,185
186,HIBCH,186
187,SIRT2,187
188,SEC14L2,188
189,RNF2,189
190,AMZ2,190
191,MED20,191
192,OCIAD2,192
193,FOXM1,193
194,AMBP,194
195,S100A14,195
196,EZH2,196
197,WBP11,197
198,ABT1,198
199,TRERF1,199
200,PLCD1,200
201,FOSL1,201
202,FGA,202
203,PWP1,203
204,MIS18BP1,204
205,RBP2,205
206,HDAC1,206
207,WDR5,207
208,HNF1B,208
209,TFE3,209
210,ACADSB,210
211,ALG6,211
212,SLC35D2,212
213,NUF2,213
214,FOXP1,214
215,ADSL,215
216,TERF1,216
217,KIF22,217
218,CUBN,218
219,XPO5,219
220,CHD8,220
221,DKC1,221
222,TDGF1,222
223,IL32,223
224,DNMT1,224
225,SPINK1,225
226,ATIC,226
227,CNTRL,227
228,ECD,228
229,MAFF,229
230,EXOSC9,230
231,ZNF74,231
232,ZNF101,232
233,SIRT1,233
234,CAPG,234
235,C17orf75,235
236,JMJD1C,236
237,WDR74,237
238,LEFTY2,238
239,PYGL,239
240,NPRL2,240
241,DDIT4,241
242,SRSF2,242
243,CDC20,243
244,EPAS1,244
245,FAM13A,245
246,PLIN2,246
247,MEF2C,247
248,TNNT1,248
249,SCN7A,249
250,OTX2,250
251,GSTK1,251
252,TIMM21,252
253,PRIM1,253
254,C19orf48,254
255,WARS,255
256,GTF2E1,256
257,PAPOLA,257
258,MCM5,258
259,BCS1L,259
260,NUP37,260
261,DAB2,261
262,ANAPC4,262
263,FANCL,263
264,ALDH1A1,264
265,NUP93,265
266,DEPDC7,266
267,SUPV3L1,267
268,HMGN1,268
269,ZSCAN21,269
270,RAD54B,270
271,RRM1,271
272,POLR2I,272
273,NCOA6,273
274,POLR2B,274
275,SMAD3,275
276,TBRG4,276
277,ZFP64,277
278,ORC4,278
279,RBBP4,279
280,GSTA2,280
281,TCEA1,281
282,ARG2,282
283,MAP1B,283
284,E2F3,284
285,CSDE1,285
286,ZNF567,286
287,BTG1,287
288,SRF,288
289,WDR12,289
290,KNG1,290
291,AEBP2,291
292,MRPL1,292
293,GMPR2,293
294,TF,294
295,IL6ST,295
296,EGF,296
297,POLR3D,297
298,APOB,298
299,TFF1,299
300,FGB,300
301,GLIS3,301
302,POLR3E,302
303,SEC11C,303
304,PTRF,304
305,DNASE1,305
306,COPS2,306
307,TCERG1,307
308,NR3C1,308
309,ASGR1,309
310,MFAP2,310
311,DTWD1,311
312,ZNHIT3,312
313,TPM2,313
314,SF3B3,314
315,MCM7,315
316,DPYSL2,316
317,CTDSPL,317
318,TFRC,318
319,GPN3,319
320,CCND1,320
321,PARP1,321
322,CNBP,322
323,TNNI3,323
324,YEATS4,324
325,FAM151A,325
326,SGK1,326
327,TCF3,327
328,CHEK1,328
329,UBE2T,329
330,RNASE1,330
331,ASXL1,331
332,CMC1,332
333,ZNF581,333
334,IQGAP2,334
335,RFC1,335
336,HINFP,336
337,ZHX1,337
338,ICA1,338
339,C11orf74,339
340,F10,340
341,CREG1,341
342,ACTC1,342
343,TCF7L1,343
344,ETV4,344
345,VEZF1,345
346,HAT1,346
347,XBP1,347
348,VTN,348
349,PUS7L,349
350,ETV5,350
351,CKS1B,351
352,TDP2,352
353,SOX2,353
354,SSBP2,354
355,CKS2,355
356,ZBTB16,356
357,HMGCS2,357
358,GTF2H3,358
359,AXL,359
360,ANXA4,360
361,ZNF354A,361
362,ZFAND2A,362
363,RFC4,363
364,DDX5,364
365,ACAA1,365
366,ARL6IP6,366
367,GYG1,367
368,SMARCD2,368
369,H1F0,369
370,BDP1,370
371,IFITM3,371
372,DNAJC2,372
373,PIAS3,373
374,LGALS1,374
375,HNRNPH2,375
376,SSB,376
377,AFF4,377
378,RNF19A,378
379,TBPL1,379
380,KAT7,380
381,NPM1,381
382,TATDN3,382
383,NDUFAF5,383
384,OAZ2,384
385,ZNF160,385
386,VCAN,386
387,CENPU,387
388,TK1,388
389,EYA3,389
390,LITAF,390
391,PRDM14,391
392,ZRANB2,392
393,PMAIP1,393
394,AHR,394
395,RGN,395
396,LGALS2,396
397,DR1,397
398,TAF9B,398
399,FOSB,399
400,SMC4,400
401,EWSR1,401
402,ZNF143,402
403,HNRNPK,403
404,FGG,404
405,MYBL2,405
406,SCGB3A2,406
407,SMOX,407
408,MAZ,408
409,NR1H3,409
410,MTHFD1,410
411,GPC3,411
412,POLR2D,412
413,DDB2,413
414,TMEM150C,414
415,ARID3B,415
416,NUDT15,416
417,LCMT1,417
418,TCEB1,418
419,ITGB3BP,419
420,MCM3,420
421,TFDP2,421
422,FOXH1,422
423,REST,423
424,THOC1,424
425,ANXA3,425
426,MYCBP,426
427,C12orf10,427
428,ING3,428
429,GTF3C4,429
430,KIFAP3,430
431,ZNF227,431
432,ZNF397,432
433,MCM8,433
434,SERPINB1,434
435,NOTCH3,435
436,C11orf1,436
437,MMS19,437
438,CHAF1A,438
439,HLA.DRB5,439
440,ZNF644,440
441,RREB1,441
442,RNF4,442
443,C1GALT1,443
444,GULP1,444
445,IMP4,445
446,UHRF1,446
447,NT5DC2,447
448,LAMB2,448
449,SOX11,449
450,TAF5,450
451,TARDBP,451
452,E2F7,452
453,COQ3,453
454,DDX39A,454
455,POLR1C,455
456,KIF23,456
457,SRSF1,457
458,TOP2A,458
459,GRPR,459
460,BUB1,460
461,C9orf72,461
462,CDCA7L,462
463,FUBP1,463
464,EOMES,464
465,SRSF10,465
466,E2F8,466
467,HNRNPAB,467
468,ARID2,468
469,CCNB1,469
470,POLR1B,470
471,BMP2,471
472,MTF2,472
473,HIST1H1E,473
474,G2E3,474
475,PCNA,475
476,DDC,476
477,SULF2,477
478,TAF7,478
479,TGIF1,479
480,PHB2,480
481,NME2,481
482,ARSE,482
483,CAPN12,483
484,FAM64A,484
485,GALM,485
486,PA2G4,486
487,PLAGL2,487
488,TMEM37,488
489,SKIL,489
490,WDR43,490
491,NNAT,491
492,SLC38A1,492
493,BIRC5,493
494,ZFYVE21,494
495,HMMR,495
496,SLN,496
497,MCM2,497
498,MCM6,498
499,ASCC3,499
500,KDELR3,500
501,DPCD,501
502,GLI2,502
503,NR1I3,503
504,THAP11,504
505,CTBP1,505
506,NFIB,506
507,HIPK2,507
508,PHGDH,508
509,SEPP1,509
510,DGAT1,510
511,XRCC5,511
512,HMGN4,512
513,GTF3C5,513
514,POLR2F,514
515,MTFP1,515
516,RFX6,516
517,AEBP1,517
518,TRIM28,518
519,SLC7A6,519
520,S100A16,520
521,MAD2L1,521
522,CEBPZ,522
523,EED,523
524,EHMT1,524
525,BTG2,525
526,ANKRD1,526
527,RAI14,527
528,MED21,528
529,ATP1B3,529
530,FOXA1,530
531,CEBPD,531
532,TPD52L1,532
533,ANAPC7,533
534,PDZK1,534
535,SFRP1,535
536,ZNF232,536
537,APOC1,537
538,LRR1,538
539,PIAS2,539
540,NUPR1,540
541,PLRG1,541
542,APOA2,542
543,BLVRA,543
544,AKR1B1,544
545,DDIT3,545
546,HMGN3,546
547,ALG8,547
548,NCAPG,548
549,DNAH14,549
550,PPARA,550
551,GMEB1,551
552,ZFHX3,552
553,ACOX2,553
554,FABP1,554
555,CTSC,555
556,FBL,556
557,JARID2,557
558,MED14,558
559,WDR54,559
560,CDK4,560
561,RSU1,561
562,NCOA1,562
563,KNSTRN,563
564,TFDP1,564
565,DLGAP5,565
566,MTTP,566
567,TCEB3,567
568,WIPI1,568
569,MST1,569
570,TNFAIP3,570
571,MEP1A,571
572,SP4,572
573,MELK,573
574,NUP85,574
575,C3orf14,575
576,BCL11B,576
577,G6PC3,577
578,KLF6,578
579,SUPT16H,579
580,UMPS,580
581,ZNF107,581
582,ZNF589,582
583,PLA2G12B,583
584,TAF6,584
585,JUN,585
586,HDAC2,586
587,CREB3L4,587
588,GLI1,588
589,NUDT1,589
590,STMN1,590
591,CER1,591
592,NIP7,592
593,TAF1A,593
594,SMAD5,594
595,UBL7,595
596,AATF,596
597,NRIP1,597
598,BBS9,598
599,DCLRE1C,599
600,APEX1,600
601,ENO1,601
602,EGR1,602
603,DPH6,603
604,BRCA2,604
605,SMARCE1,605
606,DPEP1,606
607,RAMP1,607
608,FANCB,608
609,ASL,609
610,BST2,610
611,TFPI,611
612,CDCA3,612
613,COMMD3,613
614,DECR1,614
615,HIST1H1B,615
616,DRAP1,616
617,MTMR2,617
618,ZNF91,618
619,TRIP13,619
620,DEDD,620
621,SUV39H2,621
622,MUSTN1,622
623,NDUFAF7,623
624,KLF3,624
625,KLHL7,625
626,POU2F1,626
627,GRHL1,627
628,TRIM59,628
629,ESPL1,629
630,RNF138,630
631,MTAP,631
632,POLR2L,632
633,PLK1,633
634,AHSG,634
635,ZNF561,635
636,CETN3,636
637,LIN28A,637
638,ZNRD1,638
639,C12orf45,639
640,MORN2,640
641,KIF20B,641
642,UCHL1,642
643,RAD51C,643
644,EPHX2,644
645,JAZF1,645
646,CREB3L3,646
647,TEX10,647
648,LHX1,648
649,SGOL1,649
650,ISY1,650
651,SLC7A3,651
652,B4GALT3,652
653,YAF2,653
654,CCNB2,654
655,PPT1,655
656,ZIC3,656
657,RAD51AP1,657
658,MLXIPL,658
659,CRYZL1,659
660,CAMK2D,660
661,CREB3L2,661
662,TTR,662
663,CCDC82,663
664,SEMA3E,664
665,SULT1A2,665
666,CHEK2,666
667,ZFP36,667
668,COPS5,668
669,NOL10,669
670,HNRNPUL1,670
671,PEG3,671
672,ATF3,672
673,THY1,673
674,PRPS2,674
675,HMGCL,675
676,MCM4,676
677,ATG4C,677
