,Gene,index
0,SNAP47,0
1,TCAF1,1
2,PLXNA1,2
3,TRIM47,3
4,NCEH1,4
5,LPCAT2,5
6,CHIL5,6
7,NPM1,7
8,RP2,8
9,SERP1,9
10,NDNF,10
11,GNG11,11
12,IGLC2,12
13,CLEC14A,13
14,VDR,14
15,IGKC,15
16,GDF3,16
17,MYCT1,17
18,DEPP1,18
19,PTGS1,19
20,ABHD17B,20
21,TRIM59,21
22,RAB27B,22
23,CAR2,23
24,IGHM,24
25,SLC16A11,25
26,CRIP1,26
27,ERP29,27
28,CTSH,28
29,4833407H14RIK,29
30,BPIFC,30
31,ZYX,31
32,PLAC8,32
33,PDZK1IP1,33
34,JCHAIN,34
35,KLHL4,35
36,CD74,36
37,MLLT3,37
38,RNF13,38
39,KRT18,39
40,GPR171,40
41,CCL3,41
42,TUBB4B,42
43,KLRD1,43
44,NUCB2,44
45,MOGS,45
46,NR3C2,46
47,ICOS,47
48,9530082P21RIK,48
49,MYO5A,49
50,CPXM1,50
51,NCKAP1,51
52,STK10,52
53,COL4A2,53
54,SYK,54
55,NEURL3,55
56,WLS,56
57,ADAMTSL5,57
58,POLA2,58
59,SHROOM4,59
60,GHR,60
61,LRRC8C,61
62,MPZL1,62
63,VAMP5,63
64,IL12A,64
65,UBASH3A,65
66,IRF8,66
67,PLCL1,67
68,RRAS,68
69,FUT8,69
70,ROBO4,70
71,CREG1,71
72,KCTD12,72
73,PLEKHB1,73
74,SLC26A11,74
75,CD48,75
76,SSTR2,76
77,CHRNB1,77
78,OTUB2,78
79,MYLK,79
80,SOCS2,80
81,5430427O19RIK,81
82,PLK2,82
83,HCK,83
84,NUDT19,84
85,UHRF1,85
86,TBC1D5,86
87,CSGALNACT1,87
88,ANKRD33B,88
89,SH2D5,89
90,AI504432,90
91,SMPDL3A,91
92,GBP4,92
93,KLF3,93
94,SEMA3D,94
95,TMEM173,95
96,SLA,96
97,ARHGAP18,97
98,TMEM268,98
99,TNFAIP2,99
100,DOCK11,100
101,SLC6A15,101
102,PRPS2,102
103,TNS2,103
104,IRAK3,104
105,DCK,105
106,PLIN3,106
107,BC035044,107
108,RNASE6,108
109,ZBTB20,109
110,CD33,110
111,LDHD,111
112,NOTCH1,112
113,RNF38,113
114,SLC43A2,114
115,RUSC2,115
116,DEF8,116
117,MAN1A,117
118,JAM2,118
119,CD69,119
120,TSPAN13,120
121,ELL2,121
122,SFRP1,122
123,GBP9,123
124,ZFP37,124
125,NCAPD2,125
126,SAT1,126
127,RASA4,127
128,GM1966,128
129,CMAH,129
130,CDKN1C,130
131,FLT3,131
132,LAG3,132
133,F2R,133
134,IFITM1,134
135,RASSF2,135
136,SULT1A1,136
137,SLC16A10,137
138,RARB,138
139,SLC18A1,139
140,PKN3,140
141,PAG1,141
142,DOK2,142
143,UQCR11,143
144,AMPD2,144
145,NHP2,145
146,HACD4,146
147,FLNA,147
148,EMB,148
149,CD55,149
150,PRUNE2,150
151,STARD4,151
152,ABCG3,152
153,IGHV1-69,153
154,CD34,154
155,IGHD,155
156,NDN,156
157,PKIB,157
158,TRIM16,158
159,NPDC1,159
160,TOP2A,160
161,PKIA,161
162,H2-DMA,162
163,ARHGAP15,163
164,SMTNL1,164
165,EEPD1,165
166,H2AFY,166
167,PDGFD,167
168,ITPR2,168
169,SLFN2,169
170,HLF,170
171,MGAT1,171
172,HDAC7,172
173,CD53,173
174,XPC,174
175,AMIGO2,175
176,ZFP422,176
177,MAGED1,177
178,TMEM246,178
179,UBE2L6,179
180,VLDLR,180
181,CD38,181
182,IL18BP,182
183,ARL11,183
184,ST8SIA4,184
185,SDC1,185
186,CYFIP2,186
187,TTC39B,187
188,PGR,188
189,ARHGAP27,189
190,RNF213,190
191,CPNE8,191
192,RASAL3,192
193,MCM5,193
194,BDH2,194
195,IGHV1-81,195
196,GPR18,196
197,VAV3,197
198,IGHV1-76,198
199,GGTA1,199
200,IRF6,200
201,CAPG,201
202,ATP8B4,202
203,CAMSAP2,203
204,SLC22A3,204
205,CD93,205
206,APLP2,206
207,PAFAH2,207
208,COX6A2,208
209,FGD5,209
210,TM4SF1,210
211,TFPI,211
212,ARRDC4,212
213,UCP2,213
214,CSF1R,214
215,SELL,215
216,CARD11,216
217,WFDC18,217
218,GM30948,218
219,CLU,219
220,IGF1,220
221,SCRN1,221
222,SPC24,222
223,GM2A,223
224,CD81,224
225,MRVI1,225
226,GIMAP5,226
227,ANGPT1,227
228,PBX1,228
229,ATPIF1,229
230,LTB,230
231,CORO1A,231
232,USP11,232
233,COQ8A,233
234,AFF3,234
235,EMP1,235
236,REL,236
237,PTPRE,237
238,SPI1,238
239,PRIM1,239
240,HNRNPAB,240
241,GAA,241
242,SELENOP,242
243,CD7,243
244,SYTL1,244
245,MN1,245
246,HAAO,246
247,GAS2L3,247
248,RAB38,248
249,CRACR2B,249
250,ZFP658,250
251,SELPLG,251
252,TYROBP,252
253,IFI206,253
254,CKS1B,254
255,BLNK,255
256,RHBDF1,256
257,SLAMF1,257
258,CLEC2I,258
259,ARHGAP29,259
260,PLEKHG6,260
261,PSTPIP1,261
262,NAPSA,262
263,AKNA,263
264,CCNG2,264
265,GBP2,265
266,DENND2D,266
267,PPP1R15A,267
268,SERPINB6A,268
269,CD27,269
270,TIFAB,270
271,TIE1,271
272,CES2G,272
273,CCDC112,273
274,C130089K02RIK,274
275,SLC18A2,275
276,NFE2,276
277,ITGB2,277
278,PECAM1,278
279,IL17RA,279
280,ADGRG1,280
281,HOXA9,281
282,SPNS2,282
283,PRKCH,283
284,MIR6240,284
285,SCARF1,285
286,ME2,286
287,CHST2,287
288,TMEM176B,288
289,FAM171B,289
290,D630039A03RIK,290
291,AP1S2,291
292,IGHV1-77,292
293,MYCN,293
294,SLC9A9,294
295,SSH2,295
296,GRAMD1A,296
297,IGHJ4,297
298,PPM1G,298
299,GPX3,299
300,TMEM14C,300
301,PF4,301
302,ARHGEF39,302
303,OTULINL,303
304,ADGRG3,304
305,MPL,305
306,GMNN,306
307,COX6A1,307
308,LYN,308
309,MMRN1,309
310,UNC93B1,310
311,PARP8,311
312,IGFBP4,312
313,OAS2,313
314,RNF125,314
315,PRNP,315
316,TM6SF1,316
317,CX3CL1,317
318,ABCG2,318
319,ADSSL1,319
320,TRPC6,320
321,IGHV1-53,321
322,PPCDC,322
323,IFITM3,323
324,IL1R1,324
325,GIMAP3,325
326,N4BP3,326
327,ITGB5,327
328,RAB40B,328
329,CD9,329
330,RGS19,330
331,ZFP612,331
332,IFI213,332
333,LONP2,333
334,NSMF,334
335,TMEM206,335
336,UAP1L1,336
337,FKBP9,337
338,GSN,338
339,PDE1C,339
340,PDGFC,340
341,GGT5,341
342,GATA2,342
343,CTSB,343
344,SLC25A5,344
345,KLF6,345
346,TMEM123,346
347,EVI2A,347
348,TFEC,348
349,NEAT1,349
350,STK17B,350
351,FDFT1,351
352,ARHGEF18,352
353,CIPC,353
354,DTL,354
355,LY86,355
356,CISH,356
357,CD244A,357
358,DHRS3,358
359,TBXAS1,359
360,PYGL,360
361,TESPA1,361
362,LHCGR,362
363,EYA2,363
364,CCDC136,364
365,RPS27L,365
366,METTL7A1,366
367,AFDN,367
368,SOX18,368
369,ITSN1,369
370,GIMAP8,370
371,TIPIN,371
372,CORO7,372
373,OCLN,373
374,ANXA5,374
375,DPP4,375
376,SLC29A1,376
377,TRIB3,377
378,HID1,378
379,JAM3,379
380,PPIC,380
381,JPT1,381
382,CADPS2,382
383,APP,383
384,CAV2,384
385,ENG,385
386,UPP1,386
387,NCF1,387
388,TTLL7,388
389,UNC45BOS,389
390,2610307P16RIK,390
391,RUNX2,391
392,CD63,392
393,TES,393
394,GSTT1,394
395,SLBP,395
396,FUCA2,396
397,SLC39A13,397
398,SLC2A3,398
399,TSC22D3,399
400,GPX1,400
401,VAMP1,401
402,F11R,402
403,CASP12,403
404,SNAP23,404
405,CAMK1D,405
406,TAPT1,406
