,Gene,index
0,MIB1,0
1,PROSER1,1
2,RGPD2,2
3,RAB31,3
4,RXRG,4
5,SOX2,5
6,ARSE,6
7,ZSWIM6,7
8,ATRX,8
9,RBM24,9
10,ZNF488,10
11,FGF17,11
12,SP110,12
13,DOK4,13
14,LHFP,14
15,ABCA1,15
16,ODF2,16
17,TRUB1,17
18,ZNF280B,18
19,DRAM2,19
20,WDR35,20
21,RUVBL2,21
22,SSX2IP,22
23,ETV3,23
24,USP1,24
25,PPP3CA,25
26,MYOF,26
27,CUX1,27
28,TRIM37,28
29,SMARCD3,29
30,LECT1,30
31,PPAPDC1A,31
32,ERCC-00046,32
33,HPRT1,33
34,MAK16,34
35,ITM2A,35
36,CCNG2,36
37,SYNE2,37
38,ACTC1,38
39,DOK6,39
40,MCM3,40
41,TATDN1,41
42,NFKBIA,42
43,ZNF24,43
44,SPG20,44
45,HLA-DQB1,45
46,GPX7,46
47,FER,47
48,PSMC3IP,48
49,ZBTB2,49
50,DAXX,50
51,MYCT1,51
52,NRP1,52
53,PRIM1,53
54,SNRPB,54
55,TRPC4,55
56,SMAD6,56
57,ZFC3H1,57
58,ITGAV,58
59,MITF,59
60,RBM12,60
61,SLC19A2,61
62,ERBB2IP,62
63,SLC18B1,63
64,FBXO36,64
65,CHEK2,65
66,AK4,66
67,AGPAT5,67
68,ANGPT2,68
69,TRERF1,69
70,IAH1,70
71,NAA15,71
72,POLR3G,72
73,ATP11C,73
74,IQGAP2,74
75,ANKRD26,75
76,PCDH7,76
77,HSPA14,77
78,KLHL12,78
79,ERCC-00076,79
80,PATZ1,80
81,ITGB3BP,81
82,LRRN1,82
83,AIRE,83
84,TPD52L2,84
85,APOBEC3C,85
86,TMEM126B,86
87,NTS,87
88,GATA2,88
89,NIN,89
90,FAM126B,90
91,PABPC4L,91
92,EARS2,92
93,ERCC-00084,93
94,TYRO3,94
95,DKK1,95
96,PRCP,96
97,HESX1,97
98,IFT80,98
99,LDOC1L,99
100,WLS,100
101,BCLAF1,101
102,LDB2,102
103,NFKBIB,103
104,FOXD3,104
105,POLR2F,105
106,COMMD3,106
107,RIN2,107
108,PDE4D,108
109,MRPS30,109
110,AIP,110
111,ZNF398,111
112,SH3RF1,112
113,UCHL3,113
114,CCDC138,114
115,ARHGAP42,115
116,CTNNB1,116
117,C5orf42,117
118,DAB1,118
119,CHAF1A,119
120,TEAD1,120
121,HLA-DRB5,121
122,LRR1,122
123,RNF24,123
124,SP100,124
125,GALNT11,125
126,NUFIP1,126
127,SPRED2,127
128,PHLDB2,128
129,ST3GAL6,129
130,COL11A1,130
131,FOXK1,131
132,ERCC-00165,132
133,GATA6,133
134,DNMT3B,134
135,GCNT2,135
136,VRK1,136
