,Gene,index
0,UBR7,0
1,RFC5,1
2,PEAR1,2
3,NADK,3
4,AFAP1L1,4
5,ERCC8,5
6,PCMTD2,6
7,SLA,7
8,CD74,8
9,MYCN,9
10,RGCC,10
11,DHX33,11
12,TFG,12
13,FOXO1,13
14,MTFR1,14
15,USP37,15
16,EYA2,16
17,RRM2,17
18,SLC25A46,18
19,MS4A6C,19
20,TES,20
21,FRRS1,21
22,ORC6,22
23,SLC19A1,23
24,RGS1,24
25,CYP4V3,25
26,KCTD12,26
27,ZFP467,27
28,TRP53I11,28
29,MPO,29
30,PLEK,30
31,MMRN1,31
32,SLC35B4,32
33,SH2D5,33
34,TBC1D10C,34
35,E2F4,35
36,SEH1L,36
37,RABGGTB,37
38,LTB,38
39,TRIM47,39
40,ATAD1,40
41,PLAC8,41
42,RP2,42
43,CBFB,43
44,CCNB2,44
45,BATF2,45
46,PRIM1,46
47,TOR3A,47
48,RMND5A,48
49,REXO4,49
50,KAT7,50
51,PHB2,51
52,HACD4,52
53,OSBPL1A,53
54,RPA2,54
55,HCFC1,55
56,RRM1,56
57,RAD51,57
58,PHF10,58
59,METAP1,59
60,TMX3,60
61,GNG12,61
62,CREB5,62
63,B230219D22RIK,63
64,FDFT1,64
65,ARID5A,65
66,SERPINB9,66
67,GFI1B,67
68,MED16,68
69,CST7,69
70,ORC2,70
71,CFP,71
72,GMNN,72
73,ARL11,73
74,H1F0,74
75,MXD3,75
76,NKG7,76
77,ZFP36,77
78,PRDM16,78
79,RHOF,79
80,WDR4,80
81,ATP13A1,81
82,SAMD9L,82
83,HDAC7,83
84,ADSSL1,84
85,H2-OB,85
86,UBE2L6,86
87,TOPORS,87
88,RCSD1,88
89,MYL10,89
90,MS4A3,90
91,SSH3,91
92,TBXAS1,92
93,PHF6,93
94,MCM5,94
95,PRODH,95
96,FCER1G,96
97,MFSD1,97
98,WDR5,98
99,CAD,99
100,CCL9,100
101,POR,101
102,TEAD2,102
103,TSPAN14,103
104,SMPDL3A,104
105,CTC1,105
106,CNRIP1,106
107,PANX1,107
108,NEAT1,108
109,RPA1,109
110,DEK,110
111,TOP3B,111
112,IFI44,112
113,KLF6,113
114,LAPTM4B,114
115,XPC,115
116,CSTF2,116
117,FUCA2,117
118,CALCRL,118
119,PNO1,119
120,GT(ROSA)26SOR,120
121,COLGALT1,121
122,ELMO2,122
123,MRPL37,123
124,TMX4,124
125,UBL4A,125
126,MCM3,126
127,RAB37,127
128,TARS,128
129,SRSF1,129
130,SATB1,130
131,TGTP2,131
132,CENPK,132
133,TRMT11,133
134,ADGRG3,134
135,CASP12,135
136,MAPK1,136
137,EPSTI1,137
138,PCLAF,138
139,GMIP,139
140,MYO1F,140
141,XRCC6,141
142,FLT3,142
143,PCMTD1,143
144,MAGED1,144
145,CD9,145
146,IRF7,146
147,TFR2,147
148,GNS,148
149,NAMPT,149
150,ACOT9,150
151,PADI4,151
152,CSF3R,152
153,CD69,153
154,ATF7,154
155,CDC45,155
156,RPP40,156
157,ALDH9A1,157
158,CSGALNACT2,158
159,DUS1L,159
160,ST8SIA4,160
161,HDGF,161
162,AURKB,162
163,PTTG1IP,163
164,MOGS,164
165,PHF11B,165
166,KRT18,166
167,LYN,167
168,FCGR2B,168
169,DCAF13,169
170,CBX7,170
171,H2-AA,171
172,VDR,172
173,FAM136A,173
174,CDT1,174
175,METTL7A1,175
176,NCLN,176
177,ELANE,177
178,ITM2A,178
179,STAT2,179
180,GLB1,180
181,NR3C2,181
182,MAP4K2,182
183,KPNA3,183
184,GCNT2,184
185,PRSS57,185
186,DEF8,186
187,NFIA,187
188,MCM7,188
189,CSAD,189
190,CD48,190
191,TM6SF1,191
192,ATP6AP1,192
193,SHMT1,193
194,CTSO,194
195,ME2,195
196,PLPPR3,196
197,PROCR,197
198,LIG1,198
199,EML4,199
200,SELL,200
201,HK3,201
202,MGAT5,202
203,RTP4,203
204,ELF1,204
205,MLLT3,205
206,TIPIN,206
207,TMEM43,207
208,ADO,208
209,MAPK12,209
210,TBL3,210
211,MPL,211
212,IRF6,212
213,SORT1,213
214,MUC13,214
215,SPI1,215
216,RAB44,216
217,SERPINA3G,217
218,GIMAP1OS,218
219,FES,219
220,AKAP8L,220
221,GIMAP1,221
222,NDRG1,222
223,GALNT6,223
224,CD52,224
225,EGR1,225
226,SLC43A3,226
227,BTK,227
228,STT3B,228
229,TNFRSF21,229
230,FCHO2,230
231,BID,231
232,TUBGCP3,232
233,SLC39A6,233
234,CDC7,234
235,GUSB,235
236,ABHD17B,236
237,ZBTB20,237
238,SALL2,238
239,VPS35,239
240,EMILIN1,240
241,HIF3A,241
242,PLEKHO2,242
243,DOK2,243
244,DNM1L,244
245,OASL2,245
246,TRIM59,246
247,SERPINB1A,247
248,EMCN,248
249,CYP2J6,249
