,Gene,index
0,TCOF1,0
1,RFX7,1
2,GYG,2
3,SEC13,3
4,SF1,4
5,HNRNPK,5
6,IDH1,6
7,DENND4A,7
8,RNF13,8
9,PFDN5,9
10,NDUFB4,10
11,FXYD5,11
12,AA467197,12
13,ILK,13
14,RPL23,14
15,CYTIP,15
16,NDUFA1,16
17,BCL2A1B,17
18,CNDP2,18
19,CHMP2A,19
20,DHRS3,20
21,TPM3,21
22,HK2,22
23,CBFB,23
24,HMGA1,24
25,SIRT7,25
26,TBCA,26
27,LAMP2,27
28,GPX1,28
29,PFN1,29
30,LAT2,30
31,RUNX1,31
32,PRDX2,32
33,COX6C,33
34,MRPL42,34
35,PAPOLA,35
36,HNRNPC,36
37,DNAJC15,37
38,SNX5,38
39,MDH2,39
40,PTGES3,40
41,PILRA,41
42,LDB1,42
43,ARPC4,43
44,ARPC2,44
45,1810009A15RIK,45
46,NDUFAB1,46
47,SMARCA5,47
48,FTL2,48
49,NPM1,49
50,MDM2,50
51,RPSA,51
52,ERH,52
53,JUN,53
54,SUMO1,54
55,MRPL28,55
56,NDUFA7,56
57,IFITM3,57
58,PA2G4,58
59,MRPS16,59
60,REXO2,60
61,TM2D2,61
62,PCBP2,62
63,YPEL5,63
64,TAF6,64
65,CEBPA,65
66,AKR1A4,66
67,NHP2,67
68,AXL,68
69,ACOT13,69
70,CWC15,70
71,CIB1,71
72,POMP,72
73,CLEC4A3,73
74,BCL2A1A,74
75,NME2,75
76,SLC3A2,76
77,DOK2,77
78,DDB1,78
79,SPCS3,79
80,ZFML,80
81,PSMC6,81
82,KDM5C,82
83,AI413582,83
84,LAPTM5,84
85,TMEM85,85
86,NDUFB11,86
87,TMBIM4,87
88,CD83,88
89,CD302,89
90,MS4A6D,90
91,UFC1,91
92,GTF2A1,92
93,MFGE8,93
94,NIPSNAP3B,94
95,CCDC109B,95
96,CXCL1,96
97,AURKAIP1,97
98,SSRP1,98
99,USMG5,99
100,ATP5K,100
101,RPS28,101
102,NDUFS6,102
103,NDUFA12,103
104,BIRC5,104
105,2900073G15RIK,105
106,EIF5A,106
107,POLR2G,107
108,ARF1,108
109,SNRPB,109
110,HIST1H1C,110
111,COPE1,111
112,IER3IP1,112
113,CHMP5,113
114,PAIP2,114
115,HOPX,115
116,HHEX,116
117,ATOX1,117
118,ETFB,118
119,RPL8,119
120,COPS5,120
121,MAPK1,121
122,H47,122
123,SRA1,123
124,VDR,124
125,SNRPG,125
126,CAPZA1,126
127,EIF4A1,127
128,FCGR2B,128
129,ALAS1,129
130,CDC42,130
131,HMGB2,131
132,SSU72,132
133,GTF2A2,133
134,RPL32,134
135,TIMM17A,135
136,TRA2B,136
137,UQCRH,137
138,IFRD1,138
